UniqueID,Year,Latitude,Longitude,Admin,Area
60,2014,-21.228995,-159.778515,0,0.021433
86,2016,3.931918,-53.125631,0,6.790252
107,2016,4.860018,-58.930276,0,17.155972
191,2015,9.119517,-77.927278,0,6.162857
666,2015,-9.571605,-36.781967,1,2.296019
667,2015,0.901595,-52.002963,1,11.435168
669,2015,-12.581148,-41.700702,1,46.934364
670,2015,-5.499209,-39.320746,1,12.012529
671,2016,-15.82817,-47.921882,1,0.489396
672,2015,-19.183585,-40.308897,1,3.976356
674,2015,-4.961679,-45.274487,1,26.763515
675,2015,-12.682581,-56.921121,1,75.320381
676,2015,-20.784534,-54.785115,1,30.899025
677,0,-18.513983,-44.555374,1,50.197842
678,2015,-1.999915,-54.930698,1,100.746468
679,2015,-7.240351,-36.781949,1,4.614784
680,2015,-25.252274,-52.021589,1,17.726084
681,2015,-8.814019,-36.954038,1,8.0939
682,2015,-7.720058,-42.729656,1,20.697477
683,2015,-22.91421,-43.209467,1,3.851849
684,2015,-5.403284,-36.954222,1,4.338994
686,2015,-11.505862,-63.5806,1,19.673294
687,2015,2.732801,-62.075179,1,18.193079
689,2015,-23.543561,-46.629258,1,21.768568
690,2015,-10.576339,-37.385702,1,1.812223
691,2015,-10.176788,-48.298297,1,22.889053
795,2010,11.675959,104.340354,1,0.57767
848,2015,14.932914,-23.513321,1,0.083517
935,2015,7.198385,-75.341303,1,5.170939
936,2016,6.5469,-71.002298,1,2.071639
937,2015,10.696534,-74.874112,1,0.36882
938,2015,8.669735,-74.029983,1,2.139201
941,2016,5.297943,-75.247975,1,0.616328
945,2015,9.336752,-73.653564,1,1.888869
947,2015,8.049159,-75.57406,1,2.046543
948,2015,5.025944,-74.030018,1,1.992989
952,2015,2.53511,-75.527883,1,1.650926
953,2016,10.4112,-74.405663,1,1.817158
956,2015,7.946197,-72.898823,1,1.871054
957,2016,0.435307,-75.527634,1,1.934362
959,2016,5.315774,-75.99277,1,0.329346
962,2015,8.813913,-74.723276,1,0.886665
963,2015,4.092406,-75.154533,1,1.906487
1271,2015,5.160627,-52.673366,1,3.457432
1272,2015,5.483035,-54.025139,1,3.332819
1382,1991,14.764294,-17.366062,2,0.00739
1421,2015,13.319741,-87.162232,1,0.366577
2060,2007,9.54302,138.112987,1,0.056701
2227,1980,10.342616,4.766414,1,3.053612
2420,2016,18.208921,-66.591156,1,0.112393
2777,2015,5.851977,-55.203838,1,0.013167
3307,2015,6.357257,-63.580839,1,19.610567
3324,2016,10.417616,-68.715476,1,0.513265
6357,2015,-9.755596,-36.663968,2,0.030156
6366,2015,-9.401673,-36.991421,2,0.02243
6380,2015,-9.385988,-37.998878,2,0.049937
6400,2015,-9.649889,-35.708921,2,0.044424
6406,2015,-9.577442,-36.305846,2,0.014098
6407,2015,-9.118682,-37.732641,2,0.075616
6408,2015,-9.097297,-35.587664,2,0.026951
6412,2015,-9.309578,-35.941993,2,0.034907
6420,2015,-9.406189,-36.633167,2,0.037951
6439,2015,-9.37045,-37.248349,2,0.036037
6445,2015,-9.7626,-36.13281,2,0.05421
6509,2015,-3.119277,-60.021504,2,0.927752
6509,2016,-3.119277,-60.021504,2,0.927752
6601,2015,-12.697206,-38.333196,2,0.064331
6743,2015,-13.860283,-40.077006,2,0.253815
6840,2015,-16.443479,-39.066788,2,0.203811
6865,2015,-12.974314,-38.496234,2,0.028173
6906,2015,-12.787074,-38.403304,2,0.016013
7005,2015,-3.736906,-38.522234,2,0.025559
7005,2016,-3.732064,-38.526767,2,0
7085,2015,-3.793606,-39.269257,2,0.109614
7105,2015,-3.461042,-40.207837,2,0.082469
7140,2015,-19.820637,-40.27684,2,0.124122
7148,2015,-20.264454,-40.42032,2,0.024403
7204,2015,-20.364731,-40.42746,2,0.025442
7207,2015,-20.347806,-40.294954,2,0.019158
7208,2015,-20.29767,-40.295773,2,0.006395
7208,2016,-20.29767,-40.295773,2,0.006395
7209,2015,-16.763869,-49.437709,2,0.011566
7224,2015,-16.274526,-49.101929,2,0.09087
7227,2016,-16.820538,-49.247341,2,0.02451
7241,2016,-16.220187,-52.106334,2,0.156442
7301,2015,-16.687209,-49.264751,2,0.06272
7301,2016,-16.687209,-49.264751,2,0.06272
7329,2016,-18.410091,-49.21635,2,0.210041
7402,2015,-17.792962,-50.919684,2,0.714582
7417,2015,-15.941769,-48.258198,2,0.07923
7417,2016,-15.941769,-48.258198,2,0.07923
7437,2016,-16.652229,-49.493107,2,0.060736
7636,2015,-2.539159,-44.282913,2,0.044846
7665,2015,-3.460423,-44.872196,2,0.085847
7676,2015,-20.467104,-55.787285,2,1.461722
7687,2015,-20.471429,-54.620035,2,0.702934
7687,2016,-20.471429,-54.620035,2,0.702934
7756,2015,-15.470837,-58.345717,2,0.134873
7763,2015,-16.077195,-57.682315,2,2.09175
7779,2015,-15.601373,-56.097879,2,0.334454
7779,2016,-15.60152,-56.097901,2,0.334454
7788,2015,-9.95035,-54.914723,2,0.226954
7801,2015,-13.065143,-55.919338,2,0.305028
7801,2016,-13.065143,-55.919338,2,0.305028
7804,2015,-10.165872,-54.93675,2,0.587761
7817,2016,-13.822616,-56.083527,2,0.787582
7838,2015,-15.560627,-54.295066,2,0.460028
7844,2015,-16.465493,-54.638723,2,0.352574
7859,2016,-12.543052,-55.721561,2,0.773467
7861,2015,-14.619807,-57.487511,2,0.983005
7861,2016,-14.619807,-57.487511,2,0.983005
7864,2015,-15.863393,-53.477058,2,0.338942
7867,2015,-15.646428,-56.132684,2,0.075966
7867,2016,-15.646335,-56.132716,2,0.075966
7868,2015,-12.286247,-55.297324,2,0.247569
8691,2015,-21.120215,-42.942595,2,0.035452
8726,2015,-1.954239,-48.19894,2,0.35102
8742,2015,-1.455919,-48.490195,2,0.043162
8742,2016,-1.455919,-48.490195,2,0.043162
8744,2015,-1.361064,-48.243349,2,0.05831
8744,2016,-1.361006,-48.243349,2,0.05831
8746,2015,-1.375919,-47.331504,2,0.045675
8747,2015,-1.061761,-46.783034,2,0.188742
8755,2015,-2.241738,-49.498513,2,0.244422
8766,2015,-1.812258,-49.795661,2,0.267826
8778,2015,-1.446036,-47.882266,2,0.038281
8779,2015,-2.965816,-48.001019,2,0.428033
8792,2015,-1.360579,-48.342534,2,0.015237
8792,2016,-1.360579,-48.342534,2,0.015237
8812,2015,-6.068248,-49.904172,2,0.575731
8829,2015,-1.22714,-48.296005,2,0.022398
8860,2015,-3.803835,-49.772925,2,0.169856
8907,2015,-6.987506,-34.837113,2,0.003647
8913,2015,-6.889819,-38.561222,2,0.04645
8917,2015,-7.222544,-35.873482,2,0.052554
8917,2016,-7.222544,-35.873482,2,0.052554
8961,2015,-7.119617,-34.844863,2,0.017729
8961,2016,-7.119617,-34.844863,2,0.017729
8979,2016,-7.10273,-35.324883,2,0.012834
9096,2015,-24.095054,-53.412267,2,0.039971
9149,2016,-25.369932,-49.450641,2,0.02405
9158,2016,-24.958907,-53.459729,2,0.184428
9169,2016,-22.838874,-51.973039,2,0.036756
9183,2015,-25.424915,-49.265422,2,0.0386
9183,2016,-25.424915,-49.265422,2,0.0386
9263,2016,-23.470295,-52.554975,2,0.014911
9281,2016,-23.304559,-51.169603,2,0.152475
9299,2016,-23.421672,-51.933094,2,0.043268
9306,2016,-25.831638,-48.545338,2,0.011512
9328,2016,-25.634508,-53.345569,2,0.030895
9386,2016,-23.068147,-50.914952,2,0.014869
9443,2015,-25.349689,-54.241014,2,0.07721
9460,2015,-23.733671,-52.871002,2,0.052667
9576,2015,-8.166942,-34.928141,2,0.021772
9595,2015,-8.913843,-35.720569,2,0.02418
9600,2015,-7.990426,-34.843657,2,0.003505
9621,2015,-8.060047,-34.88717,2,0.018951
9886,2015,-5.101366,-42.799168,2,0.136429
9896,2015,-21.625754,-42.102061,2,0.00778
9899,2015,-22.756567,-41.889068,2,0.006611
9903,2015,-22.764614,-43.399623,2,0.00702
9903,2016,-22.764614,-43.399623,2,0.00702
9909,2015,-21.762846,-41.318449,2,0.352213
9919,2015,-22.786387,-43.30532,2,0.041078
9919,2016,-22.786387,-43.30532,2,0.041078
9926,2015,-21.670476,-42.079263,2,0.037401
9929,2015,-22.644116,-43.660631,2,0.007265
9933,2015,-22.656659,-43.039832,2,0.03165
9935,2015,-22.934071,-42.824587,2,0.033283
9940,2015,-22.809919,-43.419397,2,0.049046
9941,2015,-22.885984,-43.115249,2,0.011712
9941,2016,-22.885984,-43.115249,2,0.011712
9943,2015,-22.756197,-43.460743,2,0.049046
9943,2016,-22.756197,-43.460743,2,0.049046
9954,2015,-22.710723,-43.552217,2,0.006829
9955,2015,-22.103676,-41.469658,2,0.065397
9956,2015,-22.471035,-44.451353,2,0.097719
9957,2015,-22.718687,-42.627992,2,0.040626
9960,2015,-22.527301,-41.94638,2,0
9961,2015,-22.906857,-43.172898,2,0.107326
9961,2016,-22.906931,-43.172893,2,0.107326
9963,2015,-21.54159,-42.183569,2,0.053518
9966,2015,-22.827438,-43.063779,2,0.021931
9966,2016,-22.827438,-43.063779,2,0.021931
9968,2015,-22.79083,-43.369939,2,0.003064
9968,2016,-22.79083,-43.369939,2,0.003064
9975,2016,-22.753125,-43.7159,2,0.023491
9986,2015,-6.435129,-36.640902,2,0.049866
10007,2015,-5.757216,-36.001565,2,0.022966
10014,2015,-5.639721,-35.423723,2,0.059832
10024,2015,-5.686252,-35.26976,2,0.011732
10030,2015,-5.187454,-36.210419,2,0.027204
10034,2015,-5.18721,-36.328141,2,0.02261
10072,2015,-5.779115,-35.213125,2,0.01454
10074,2015,-6.447304,-35.412445,2,0.023057
10080,2015,-6.685922,-36.660258,2,0.042798
10081,2015,-5.911655,-35.271305,2,0.010621
10082,2015,-6.43994,-35.620452,2,0.008085
10114,2015,-5.785311,-35.328814,2,0.021267
10121,2015,-5.923849,-35.762532,2,0.018023
10122,2015,-5.896342,-35.635601,2,0.014817
10131,2015,-6.255434,-35.587669,2,0.015629
10131,2016,-6.255434,-35.587669,2,0.015629
10455,2016,-30.034903,-51.21767,2,0.046838
10619,2016,-11.929337,-61.995697,2,0.591624
10620,2015,-12.565702,-61.793984,2,0.326342
10670,2015,-12.741469,-60.130458,2,0.943889
10673,2015,2.823307,-60.675897,2,0.462686
10673,2016,2.823307,-60.675897,2,0.462686
10679,2015,2.60023,-62.262656,2,0.969991
10679,2016,2.60023,-62.262656,2,0.969991
10733,2016,-27.098354,-48.911167,2,0.0255
10990,2015,-21.022867,-47.37424,2,0.080755
10997,2016,-22.737995,-47.333599,2,0.01174
11046,2015,-22.314776,-49.058741,2,0.059019
11064,2016,-22.884548,-48.444125,2,0.13047
11087,2015,-22.910047,-47.062592,2,0.070029
11139,2016,-21.49086,-51.538428,2,0.042561
11215,2016,-23.800578,-45.355039,2,0.031002
11265,2015,-21.027859,-47.777216,2,0.043702
11316,2016,-22.419001,-48.450796,2,0.018593
11368,2016,-23.532951,-46.792002,2,0.005738
11391,2016,-22.765243,-47.150012,2,0.012237
11408,2015,-22.925215,-45.461694,2,0.06426
11414,2016,-22.735219,-47.64827,2,0.120295
11468,2015,-21.172211,-47.810033,2,0.056562
11468,2016,-21.17059,-47.810249,2,0.056562
11488,2016,-23.200235,-47.293559,2,0.01183
11513,2016,-23.443073,-46.922677,2,0.016014
11527,2015,-22.009166,-47.891002,2,0.099732
11537,2015,-20.812268,-49.376287,2,0.037548
11543,2015,-23.550916,-46.633391,2,0.134945
11543,2016,-23.550916,-46.633391,2,0.134945
11562,2016,-23.501724,-47.452608,2,0.039687
11564,2015,-22.821989,-47.27326,2,0.013457
11584,2015,-23.349338,-47.846598,2,0.046305
11585,2016,-23.020581,-45.556401,2,0.055162
11711,2015,-7.193166,-48.204889,2,0.319646
11737,2015,-8.058199,-48.476179,2,0.069197
11789,2015,-10.249187,-48.324304,2,0.203369
12973,2014,-27.113505,-109.349636,2,0.031337
13352,2015,7.882408,-76.624758,2,0.047046
13357,2015,6.331808,-75.552955,2,0.012289
13374,2015,7.987671,-75.196804,2,0.108263
13398,2015,6.167426,-75.614694,2,0.003822
13406,2015,6.551327,-74.787293,2,0.034628
13408,2015,6.244125,-75.581222,2,0.029535
13419,2015,6.205244,-74.599675,2,0.044414
13430,2015,6.187948,-74.993263,2,0.062466
13435,2015,6.042387,-74.995078,2,0.036241
13458,2015,5.615096,-75.625319,2,0.00988
13475,2015,10.983687,-74.818017,2,0.097931
13499,2015,10.2524,-75.347304,2,0.044775
13503,2015,10.390911,-75.479405,2,0.060182
13526,2015,10.445753,-75.368498,2,0.010638
13532,2015,10.334616,-75.412674,2,0.015086
13674,2015,5.474523,-75.601064,2,0.02353
13678,2015,5.060421,-75.872358,2,0.017692
13681,2015,5.420619,-75.705408,2,0.009106
13683,2015,4.982675,-75.60526,2,0.036197
13820,2015,8.75959,-75.885681,2,0.249276
13903,2015,5.456649,-74.666595,2,0.046275
13991,2016,2.937352,-75.27241,2,0.119766
14028,2015,11.233067,-74.192924,2,0.199976
14134,2015,7.937258,-72.604828,2,0.09697
14152,2015,8.361271,-72.408393,2,0.074274
14161,2015,8.642273,-72.737751,2,0.259865
14164,2015,7.843734,-72.469699,2,0.017476
14192,2015,4.831773,-75.680576,2,0.005778
14198,2015,4.804416,-75.713745,2,0.053135
14202,2015,4.949704,-75.958018,2,0.017323
14205,2015,13.359429,-81.353484,2,0.001882
14214,2015,7.117203,-73.126092,2,0.013871
14253,2015,7.11127,-73.216677,2,0.04364
14314,2015,9.292155,-75.394841,2,0.024953
14332,2015,4.14949,-74.884335,2,0.018371
14339,2015,4.444622,-75.242446,2,0.095534
14341,2015,4.860683,-74.912666,2,0.025146
14361,2015,4.714558,-74.931203,2,0.021724
14362,2015,5.030367,-75.118041,2,0.015823
14365,2016,4.091245,-76.196294,2,0.049585
14374,2016,3.452248,-76.535789,2,0.040958
14469,2014,-21.211535,-159.779892,2,0.021433
14945,1999,8.984096,-3.501891,2,1.789135
15762,2015,13.780828,-89.119397,2,0.005734
15810,2015,13.340458,-88.371237,2,0.009175
15812,2015,13.325746,-88.561422,2,0.036719
16355,2013,-8.907751,-140.098561,2,0.315081
16355,2014,-15.475843,-145.437971,2,0.315081
16359,2007,0.401811,9.463309,2,0.022079
16360,2007,0.988813,9.596486,2,0.361874
17198,2015,18.594153,-72.307472,2,0.06224
17198,2016,18.513731,-72.288193,2,0.06224
22378,2014,-22.198278,166.455059,2,1.646955
22489,2016,12.114903,-86.236174,2,0.057699
22590,1953,5.883715,7.932985,2,0.02135
23016,1975,7.404473,3.894567,2,0.01175
23808,2015,-22.546149,-55.732098,2,0.451039
24253,2012,10.309952,123.892987,2,0.401175
26628,2013,18.572163,99.007018,2,0.043677
26859,2014,16.723142,101.243454,2,0.124926
26933,2012,13.553368,99.749996,2,0.039001
27021,2013,15.114621,104.33064,2,0.059146
28491,1984,1.851638,34.721534,2,0.189589
31852,2014,-15.337996,166.941724,2,0.362601
37406,2014,5.301436,116.244486,2,0.296431
40398,1980,24.963845,67.092857,2,0.212051
61297,2015,14.638044,-61.023831,1,0.015304
64825,2015,14.30066,-90.788211,1,0.376998
64839,2015,14.967499,-89.535624,1,0.226841
1006348,2015,16.756858,-93.129281,1,6.178906
1006358,2015,25.59205,-99.99621,1,5.768902
1013676,2012,-6.182987,106.863507,1,0.055332
1013982,2014,-27.153456,-109.412051,-999,-999
1013990,2015,-25.34845,-54.237936,-999,-999
1014076,2015,-20.310513,-40.316209,-999,-999
1014080,2015,-20.258459,-40.299946,-999,-999
1014093,2016,-17.355111,-63.397741,-999,-999
1014099,2013,-16.729801,-151.461809,-999,-999
1014238,2013,-8.908933,-140.102902,-999,-999
1014332,1984,1.758352,34.611096,-999,-999
1014333,1984,1.845493,34.663061,-999,-999
1014360,2010,4.152411,9.250445,-999,-999
1014403,1975,7.435857,3.286264,-999,-999
1014438,2007,9.517322,138.12112,-999,-999
1014474,2015,13.536852,-87.485165,-999,-999
