"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","NumCases","LocationName","Admin_name","IfPolygon_AdminLevel","ADMcode","ADMSource","Source"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,8.9216692908601,9.21744734881616,3,"Plateau state","Bokkos",2,"NG032003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.9216692908601,9.21744734881616,2,"Plateau state","Bokkos",2,"NG032003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,3.93239495053093,12.1895411985725,2,"Kebbi state","Bunza",2,"NG022007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.49857555473118,9.25973764555557,2,"Federal Capital Territory state","Bwari",2,"NG015003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.36264078989396,5.01094588140684,1,"Cross River state","Calabar-Municipal",2,"NG009010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,7.22486830857815,10.3614148978422,3,"Kaduna state","Chikun",2,"NG019002","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.22486830857815,10.3614148978422,1,"Kaduna state","Chikun",2,"NG019002","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,12.0142664896408,11.8331910545174,3,"Yobe state","Damaturu",2,"NG036003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,12.7477816813567,11.1300726632502,1,"Borno state","Damboa",2,"NG008007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,9.49286818576903,9.99978341677992,2,"Bauchi state","Dass",2,"NG005006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,9.49286818576903,9.99978341677992,1,"Bauchi state","Dass",2,"NG005006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,9.49286818576903,9.99978341677992,2,"Bauchi state","Dass",2,"NG005006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,9.49286818576903,9.99978341677992,2,"Bauchi state","Dass",2,"NG005006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,9.49286818576903,9.99978341677992,4,"Bauchi state","Dass",2,"NG005006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,8.67119953383185,11.8035874265743,1,"Kano state","Dawakin Kudu",2,"NG020009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,12.0245843572262,9.39823709400602,1,"Adamawa state","Demsa",2,"NG002001","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.27659076339066,8.15151057785544,1,"Nasarawa state","Doma",2,"NG026003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,10.2601667330919,7.63898300692025,1,"Taraba state","Donga",2,"NG035003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,10.2601667330919,7.63898300692025,2,"Taraba state","Donga",2,"NG035003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,8.12221957095312,6.54168915864248,2,"Ebonyi state","Ebonyi",2,"NG011004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,8.12221957095312,6.54168915864248,7,"Ebonyi state","Ebonyi",2,"NG011004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,8.12221957095312,6.54168915864248,4,"Ebonyi state","Ebonyi",2,"NG011004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.12221957095312,6.54168915864248,3,"Ebonyi state","Ebonyi",2,"NG011004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,4.0582402002084,7.40709404855933,1,"Oyo state","Egbeda",2,"NG031005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,4.0582402002084,7.40709404855933,1,"Oyo state","Egbeda",2,"NG031005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.58750128453917,6.36343984010785,1,"Edo state","Egor",2,"NG012002","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.58750128453917,6.36343984010785,1,"Edo state","Egor",2,"NG012002","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,5.51495313223295,7.42321790984649,1,"Ekiti state","Emure",2,"NG013007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.55838833478431,6.54871310445528,1,"Enugu state","Enugu East",2,"NG014003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,6.25532858212162,6.72629045600767,140,"Edo state","Esan Central",2,"NG012003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,6.25532858212162,6.72629045600767,120,"Edo state","Esan Central",2,"NG012003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,6.25532858212162,6.72629045600767,60,"Edo state","Esan Central",2,"NG012003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,6.25532858212162,6.72629045600767,10,"Edo state","Esan Central",2,"NG012003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,6.25532858212162,6.72629045600767,22,"Edo state","Esan Central",2,"NG012003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,6.25532858212162,6.72629045600767,4,"Edo state","Esan Central",2,"NG012003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.25532858212162,6.72629045600767,23,"Edo state","Esan Central",2,"NG012003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.25532858212162,6.72629045600767,24,"Edo state","Esan Central",2,"NG012003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,6.39114386643289,6.76904974211672,12,"Edo state","Esan North East",2,"NG012004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.39114386643289,6.76904974211672,54,"Edo state","Esan North East",2,"NG012004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.39114386643289,6.76904974211672,60,"Edo state","Esan North East",2,"NG012004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.47183103577093,6.58814988122549,7,"Edo state","Esan South East",2,"NG012005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.47183103577093,6.58814988122549,7,"Edo state","Esan South East",2,"NG012005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,6.13713169044774,6.66312844281591,1,"Edo state","Esan West",2,"NG012006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,6.13713169044774,6.66312844281591,9,"Edo state","Esan West",2,"NG012006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.13713169044774,6.66312844281591,81,"Edo state","Esan West",2,"NG012006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.13713169044774,6.66312844281591,76,"Edo state","Esan West",2,"NG012006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,3.54597950549922,6.45608788252748,1,"Lagos state","Eti-Osa",2,"NG025008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,3.54597950549922,6.45608788252748,1,"Lagos state","Eti-Osa",2,"NG025008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,6.51760896912538,6.97583770791169,2,"Edo state","Etsako Central",2,"NG012007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.51760896912538,6.97583770791169,4,"Edo state","Etsako Central",2,"NG012007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.51760896912538,6.97583770791169,7,"Edo state","Etsako Central",2,"NG012007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.50578490848682,7.19799761868406,5,"Edo state","Etsako East",2,"NG012008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.50578490848682,7.19799761868406,8,"Edo state","Etsako East",2,"NG012008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,6.31250147625151,6.99310783174534,1,"Edo state","Etsako West",2,"NG012009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,6.31250147625151,6.99310783174534,4,"Edo state","Etsako West",2,"NG012009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.31250147625151,6.99310783174534,61,"Edo state","Etsako West",2,"NG012009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.31250147625151,6.99310783174534,87,"Edo state","Etsako West",2,"NG012009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,7.22338166523599,6.40672795639481,1,"Enugu state","Ezeagu",2,"NG014006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,7.97322563533156,6.26716565969117,3,"Ebonyi state","Ezza North",2,"NG011005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.97322563533156,6.26716565969117,4,"Ebonyi state","Ezza North",2,"NG011005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.97322563533156,6.26716565969117,2,"Ebonyi state","Ezza North",2,"NG011005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.99966502965935,6.12742581708969,2,"Ebonyi state","Ezza South",2,"NG011006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.99966502965935,6.12742581708969,2,"Ebonyi state","Ezza South",2,"NG011006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,11.3420334834354,10.7785608935636,1,"Gombe state","Funakaye",2,"NG016005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,10.0027281964273,10.7505375046862,1,"Bauchi state","Ganjuwa",2,"NG005008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,10.0027281964273,10.7505375046862,1,"Bauchi state","Ganjuwa",2,"NG005008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,8.40410683122781,11.6629473882382,2,"Kano state","Garum Mallam",2,"NG020015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,11.3704494867126,7.50781596287086,1,"Taraba state","Gashaka",2,"NG035004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,11.3704494867126,7.50781596287086,2,"Taraba state","Gashaka",2,"NG035004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,10.5430916008096,8.44364677921692,2,"Taraba state","Gassol",2,"NG035005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,10.5430916008096,8.44364677921692,1,"Taraba state","Gassol",2,"NG035005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.85979803777061,7.36700661331823,1,"Benue state","Gboko",2,"NG007005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,7.36624308353282,11.1187947399832,1,"Kaduna state","Giwa",2,"NG019003","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,11.1602903768572,10.2911334555767,1,"Gombe state","Gombe",2,"NG016006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,11.1602903768572,10.2911334555767,1,"Gombe state","Gombe",2,"NG016006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,11.1602903768572,10.2911334555767,3,"Gombe state","Gombe",2,"NG016006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.14590176064704,12.0247810266057,1,"Zamfara state","Gummi",2,"NG037006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,7.0290926845698,9.06639146267214,1,"Federal Capital Territory state","Gwagwalada",2,"NG015004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.43565173916488,7.38717420330186,1,"Benue state","Gwer East",2,"NG007007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,3.90381576903615,7.42337997929582,5,"Oyo state","Ibadan North",2,"NG031006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,3.90381576903615,7.42337997929582,1,"Oyo state","Ibadan North",2,"NG031006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,3.90381576903615,7.42337997929582,1,"Oyo state","Ibadan North",2,"NG031006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,3.92482751453742,7.39076058151893,2,"Oyo state","Ibadan North East",2,"NG031007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,3.85087895399356,7.37438538690293,1,"Oyo state","Ibadan South West",2,"NG031010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,3.85087895399356,7.37438538690293,1,"Oyo state","Ibadan South West",2,"NG031010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.77255326857411,6.81106631095464,5,"Kogi state","Ibaji",2,"NG023006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,3.48707608756622,7.59203534053782,1,"Oyo state","Ibarapa East",2,"NG031012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,9.80777022130548,8.34605607375583,1,"Taraba state","Ibi",2,"NG035006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,6.73131290065987,7.06518491996799,1,"Kogi state","Idah",2,"NG023007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,6.73131290065987,7.06518491996799,1,"Kogi state","Idah",2,"NG023007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,6.73131290065987,7.06518491996799,1,"Kogi state","Idah",2,"NG023007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.73131290065987,7.06518491996799,5,"Kogi state","Idah",2,"NG023007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.19813893586927,6.97640957000286,1,"Ondo state","Idanre",2,"NG029008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,3.70821111700357,7.5145750216026,3,"Oyo state","Ido",2,"NG031014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,3.31094762724104,6.66302190683787,1,"Lagos state","Ifako-Ijaye",2,"NG025010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,4.53273571636872,7.54253845374995,1,"Osun state","Ife Central",2,"NG030011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,4.53273571636872,7.54253845374995,2,"Osun state","Ife Central",2,"NG030011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,5.09499344293167,7.37209024781466,1,"Ondo state","Ifedore",2,"NG029009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.09499344293167,7.37209024781466,1,"Ondo state","Ifedore",2,"NG029009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,7.54430136674826,10.7433225120422,1,"Kaduna state","Igabi",2,"NG019004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.54430136674826,10.7433225120422,1,"Kaduna state","Igabi",2,"NG019004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.45611190667299,7.02148533370458,1,"Enugu state","Igbo-Eze North",2,"NG014008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.96186795856465,7.83649038705532,1,"Kogi state","Ijumu",2,"NG023009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,8.20362523084028,11.2749976680924,2,"Kaduna state","Ikara",2,"NG019005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,3.56673559548779,6.61641899383125,1,"Lagos state","Ikorodu",2,"NG025012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.65105296374345,6.17029261075284,6,"Edo state","Ikpoba-Okha",2,"NG012011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.65105296374345,6.17029261075284,1,"Edo state","Ikpoba-Okha",2,"NG012011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.90578736521499,5.06474426701144,1,"Rivers state","Ikwerre",2,"NG033013","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.18092610969802,6.08711657771534,1,"Ebonyi state","Ikwo",2,"NG011007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.18092610969802,6.08711657771534,2,"Ebonyi state","Ikwo",2,"NG011007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,4.84940369709613,7.26082335156016,1,"Ondo state","Ile-Oluji-Okeigbo",2,"NG029011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,4.75946583759901,7.60635958029136,1,"Osun state","Ilesha East",2,"NG030018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.80980218445535,6.40694835488369,1,"Ebonyi state","Ishielu",2,"NG011008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.80980218445535,6.40694835488369,1,"Ebonyi state","Ishielu",2,"NG011008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.05220532199058,5.68886071376917,1,"Imo state","Isu",2,"NG017010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,8.27626999823979,6.48785293180921,1,"Ebonyi state","Izzi",2,"NG011010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,8.27626999823979,6.48785293180921,1,"Ebonyi state","Izzi",2,"NG011010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.27626999823979,6.48785293180921,1,"Ebonyi state","Izzi",2,"NG011010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,8.27626999823979,6.48785293180921,7,"Ebonyi state","Izzi",2,"NG011010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.27626999823979,6.48785293180921,12,"Ebonyi state","Izzi",2,"NG011010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,11.3264404340274,8.91949101703969,13,"Taraba state","Jalingo",2,"NG035007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,11.3264404340274,8.91949101703969,1,"Taraba state","Jalingo",2,"NG035007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,11.3264404340274,8.91949101703969,1,"Taraba state","Jalingo",2,"NG035007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,11.3264404340274,8.91949101703969,21,"Taraba state","Jalingo",2,"NG035007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,11.3264404340274,8.91949101703969,9,"Taraba state","Jalingo",2,"NG035007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,11.3264404340274,8.91949101703969,15,"Taraba state","Jalingo",2,"NG035007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,4.42766058940039,12.1092849376062,1,"Kebbi state","Jega",2,"NG022011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.26063062620639,9.39772637707454,1,"Kaduna state","Jema'a",2,"NG019007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,9.11860174337553,9.88523951568945,1,"Plateau state","Jos East",2,"NG032004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,9.11860174337553,9.88523951568945,1,"Plateau state","Jos East",2,"NG032004","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,8.90583155200015,9.94357941375256,5,"Plateau state","Jos North",2,"NG032005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,8.90583155200015,9.94357941375256,2,"Plateau state","Jos North",2,"NG032005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.90583155200015,9.94357941375256,4,"Plateau state","Jos North",2,"NG032005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,8.90583155200015,9.94357941375256,10,"Plateau state","Jos North",2,"NG032005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.90583155200015,9.94357941375256,14,"Plateau state","Jos North",2,"NG032005","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,8.83120818854425,9.76084454740847,2,"Plateau state","Jos South",2,"NG032006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.83120818854425,9.76084454740847,3,"Plateau state","Jos South",2,"NG032006","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.65816585854286,9.83903588633873,1,"Kaduna state","Kachia",2,"NG019008","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.41245837662699,10.5076719789643,1,"Kaduna state","Kaduna South",2,"NG019010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,10.0968185445777,9.5013896871337,1,"Plateau state","Kanam",2,"NG032007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,10.0968185445777,9.5013896871337,1,"Plateau state","Kanam",2,"NG032007","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,10.8628919515056,9.20192485756752,5,"Taraba state","Karim-Lamido",2,"NG035008","Redding2021_shapefile","Redding2021"
