"Disease","Pathogen","DataType","Longitude","Latitude","Year","Country","NumCases","CasesMetric","DiagnosticMetric","IfPolygon_AdminLevel","ADMcode","ADMSource","Source","SourceType"
"Zika","Zika virus","polygon",-48.911167,-27.098354,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_10733","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.37424,-21.022867,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_10990","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.333599,-22.737995,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_10997","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-49.058741,-22.314776,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11046","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-48.444125,-22.884548,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11064","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.062592,-22.910047,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11087","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-51.538428,-21.49086,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11139","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-45.355039,-23.800578,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11215","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.777216,-21.027859,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11265","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-48.450796,-22.419001,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11316","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-46.792002,-23.532951,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11368","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.150012,-22.765243,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11391","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-45.461694,-22.925215,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11408","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.64827,-22.735219,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11414","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.810033,-21.172211,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11468","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.810249,-21.17059,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11468","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.293559,-23.200235,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11488","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-46.922677,-23.443073,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11513","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.891002,-22.009166,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11527","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-49.376287,-20.812268,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11537","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-46.633391,-23.550916,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11543","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-46.633391,-23.550916,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11543","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.452608,-23.501724,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11562","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.27326,-22.821989,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11564","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-47.846598,-23.349338,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11584","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-45.556401,-23.020581,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11585","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-48.204889,-7.193166,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11711","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-48.476179,-8.058199,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11737","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-48.324304,-10.249187,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_11789","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-76.624758,7.882408,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13352","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.552955,6.331808,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13357","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.196804,7.987671,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13374","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.614694,6.167426,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13398","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.787293,6.551327,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13406","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.581222,6.244125,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13408","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.599675,6.205244,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13419","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.993263,6.187948,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13430","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.995078,6.042387,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13435","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.625319,5.615096,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13458","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.818017,10.983687,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13475","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.347304,10.2524,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13499","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.479405,10.390911,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13503","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.368498,10.445753,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13526","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.412674,10.334616,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13532","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.601064,5.474523,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13674","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.872358,5.060421,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13678","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.705408,5.420619,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13681","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.60526,4.982675,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13683","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.885681,8.75959,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13820","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.666595,5.456649,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13903","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.27241,2.937352,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_13991","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.192924,11.233067,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14028","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-72.604828,7.937258,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14134","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-72.408393,8.361271,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14152","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-72.737751,8.642273,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14161","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-72.469699,7.843734,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14164","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.680576,4.831773,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14192","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.713745,4.804416,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14198","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.958018,4.949704,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14202","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-81.353484,13.359429,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14205","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-73.126092,7.117203,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14214","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-73.216677,7.11127,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14253","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.394841,9.292155,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14314","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.884335,4.14949,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14332","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.242446,4.444622,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14339","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.912666,4.860683,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14341","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-74.931203,4.714558,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14361","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-75.118041,5.030367,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14362","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-76.196294,4.091245,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14365","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-76.535789,3.452248,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14374","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-159.779892,-21.211535,2014,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14469","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-3.501891,8.984096,1999,"",NA,"Outbreak locations","Not specified",2,"GAUL2_14945","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-89.119397,13.780828,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_15762","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-88.371237,13.340458,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_15810","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-88.561422,13.325746,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_15812","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-140.098561,-8.907751,2013,"",NA,"Outbreak locations","Not specified",2,"GAUL2_16355","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-145.437971,-15.475843,2014,"",NA,"Outbreak locations","Not specified",2,"GAUL2_16355","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",9.463309,0.401811,2007,"",NA,"Outbreak locations","Not specified",2,"GAUL2_16359","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",9.596486,0.988813,2007,"",NA,"Outbreak locations","Not specified",2,"GAUL2_16360","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-72.307472,18.594153,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_17198","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-72.288193,18.513731,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_17198","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",166.455059,-22.198278,2014,"",NA,"Outbreak locations","Not specified",2,"GAUL2_22378","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-86.236174,12.114903,2016,"",NA,"Outbreak locations","Not specified",2,"GAUL2_22489","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",7.932985,5.883715,1953,"",NA,"Outbreak locations","Not specified",2,"GAUL2_22590","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-55.732098,-22.546149,2015,"",NA,"Outbreak locations","Not specified",2,"GAUL2_23808","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",123.892987,10.309952,2012,"",NA,"Outbreak locations","Not specified",2,"GAUL2_24253","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",99.007018,18.572163,2013,"",NA,"Outbreak locations","Not specified",2,"GAUL2_26628","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",101.243454,16.723142,2014,"",NA,"Outbreak locations","Not specified",2,"GAUL2_26859","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",99.749996,13.553368,2012,"",NA,"Outbreak locations","Not specified",2,"GAUL2_26933","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",104.33064,15.114621,2013,"",NA,"Outbreak locations","Not specified",2,"GAUL2_27021","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",34.721534,1.851638,1984,"",NA,"Outbreak locations","Not specified",2,"GAUL2_28491","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",166.941724,-15.337996,2014,"",NA,"Outbreak locations","Not specified",2,"GAUL2_31852","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",116.244486,5.301436,2014,"",NA,"Outbreak locations","Not specified",2,"GAUL2_37406","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",67.092857,24.963845,1980,"",NA,"Outbreak locations","Not specified",2,"GAUL2_40398","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",-109.349636,-27.113505,2014,"",NA,"Outbreak locations","Not specified",2,"GAUL2_149631","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","polygon",3.894567,7.404473,1975,"",NA,"Outbreak locations","Not specified",2,"GAUL2_191233","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",-109.412051,-27.153456,2014,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",-54.237936,-25.34845,2015,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",-40.316209,-20.310513,2015,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",-40.299946,-20.258459,2015,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",-63.397741,-17.355111,2016,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",-151.461809,-16.729801,2013,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",-140.102902,-8.908933,2013,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",34.611096,1.758352,1984,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",34.663061,1.845493,1984,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",9.250445,4.152411,2010,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",3.286264,7.435857,1975,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",138.12112,9.517322,2007,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
"Zika","Zika virus","point",-87.485165,13.536852,2015,"",NA,"Outbreak locations","Not specified",NA,"","GAUL","Messina2016","Geolocated outbreak locations from literature and surveillance"
